New Run at  08/03/2017 16:47:53
, Time, RandomReward; M_LinUCBReward; 
data,1191189600000,0;11;0
data,1191189600000,0;32;0
data,1191189600000,0;62;0
data,1191189600000,0;84;0
data,1193871600000,0;117;0
data,1196463600000,0;140;0
data,1199142000000,0;171;0
data,1199142000000,0;197;0
data,1199142000000,0;202;0
data,1199142000000,0;227;0
data,1199142000000,0;250;0
data,1199142000000,0;293;0
data,1199142000000,0;313;0
data,1199142000000,1;328;0
data,1201820400000,2;368;0
data,1204326000000,2;377;0
data,1204326000000,2;413;0
data,1204326000000,2;423;0
data,1204326000000,2;441;1
data,1204326000000,2;486;1
data,1204326000000,2;502;1
data,1204326000000,2;528;1
data,1204326000000,2;547;1
data,1204326000000,2;570;1
data,1204326000000,2;593;1
data,1204326000000,2;627;1
data,1207000800000,2;2;1
data,1207000800000,2;681;1
data,1207000800000,2;696;1
data,1207000800000,2;723;1
data,1207000800000,2;740;1
data,1207000800000,2;758;1
data,1207000800000,2;778;1
data,1207000800000,2;823;1
data,1207000800000,2;827;1
data,1207000800000,2;860;1
data,1207000800000,2;882;1
data,1207000800000,2;313;1
data,1207000800000,2;930;1
data,1207000800000,2;940;1
data,1207000800000,2;971;1
data,1207000800000,2;993;1
data,1207000800000,2;1029;1
data,1207000800000,2;1033;1
data,1209592800000,3;1062;1
data,1209592800000,3;1097;1
data,1209592800000,3;1104;1
data,1209592800000,3;1123;2
data,1209592800000,3;193;2
data,1209592800000,3;1181;2
data,1209592800000,3;1203;2
data,1209592800000,3;1227;2
data,1209592800000,3;1237;3
data,1209592800000,3;1264;3
data,1209592800000,3;1285;3
data,1209592800000,3;1313;3
data,1212271200000,3;1343;3
data,1212271200000,3;1366;3
data,1212271200000,3;1382;3
data,1212271200000,3;1412;3
data,1212271200000,3;1431;3
data,1212271200000,3;1464;3
data,1212271200000,3;1469;3
data,1212271200000,3;1509;3
data,1212271200000,3;1525;3
data,1212271200000,3;1552;3
data,1212271200000,3;1509;3
data,1212271200000,3;1594;3
data,1212271200000,3;1608;3
data,1212271200000,3;1644;3
data,1212271200000,3;1669;3
data,1212271200000,3;1674;3
data,1212271200000,3;918;3
data,1212271200000,3;1717;3
data,1212271200000,3;1743;3
data,1212271200000,3;1771;3
data,1212271200000,3;259;3
data,1212271200000,3;1808;3
data,1212271200000,3;1819;4
data,1212271200000,3;1851;4
data,1212271200000,3;1878;4
data,1214863200000,3;1890;4
data,1214863200000,3;1926;4
data,1214863200000,3;1929;5
data,1214863200000,3;1969;5
data,1214863200000,4;1974;6
data,1214863200000,4;2009;6
data,1214863200000,4;2036;6
data,1214863200000,4;2051;6
data,1214863200000,5;1446;7
data,1214863200000,5;2087;7
data,1214863200000,5;2113;7
data,1214863200000,5;2136;7
data,1214863200000,5;2144;8
data,1214863200000,5;2183;8
data,1217541600000,5;2190;9
data,1217541600000,5;2226;9
data,1217541600000,5;2183;9
data,1217541600000,5;2249;10
data,1217541600000,5;2268;11
data,1217541600000,5;2296;11
data,1217541600000,5;2307;12
data,1217541600000,5;1332;13
data,1217541600000,5;2347;14
data,1217541600000,5;2368;15
data,1217541600000,5;2393;15
data,1217541600000,5;2410;16
data,1217541600000,5;2452;16
data,1217541600000,5;2466;16
data,1220220000000,5;1042;16
data,1220220000000,5;2492;16
data,1220220000000,5;2510;17
data,1220220000000,5;1712;18
data,1220220000000,5;2546;19
data,1220220000000,5;2580;19
data,1220220000000,5;2603;19
data,1220220000000,5;2609;20
data,1220220000000,5;2650;20
data,1220220000000,5;2673;20
data,1220220000000,6;394;21
data,1220220000000,7;1096;21
data,1220220000000,7;2726;21
data,1220220000000,7;2753;21
data,1220220000000,7;2763;21
data,1220220000000,7;2788;21
data,1222812000000,7;2799;22
data,1222812000000,7;2816;23
data,1222812000000,7;916;24
data,1222812000000,7;2860;24
data,1222812000000,7;1338;24
data,1222812000000,8;2906;24
data,1222812000000,8;2910;25
data,1222812000000,8;2938;25
data,1222812000000,8;2959;25
data,1222812000000,8;2968;26
data,1222812000000,8;2989;27
data,1222812000000,8;2510;28
data,1222812000000,8;598;28
data,1222812000000,8;3041;29
data,1222812000000,8;385;29
data,1222812000000,8;3079;30
data,1225494000000,8;3113;30
data,1225494000000,8;1525;30
data,1225494000000,8;3140;30
data,1228086000000,8;3163;30
data,1228086000000,8;3195;30
data,1228086000000,8;3216;30
data,1228086000000,8;3225;30
data,1230764400000,8;328;30
data,1230764400000,8;3274;30
data,1230764400000,8;3283;30
data,1233442800000,8;3311;30
data,1233442800000,8;3322;31
data,1233442800000,8;1929;32
data,1233442800000,8;3373;32
data,1235862000000,8;3394;32
data,1235862000000,8;529;32
data,1235862000000,8;3417;33
data,1235862000000,8;369;34
data,1235862000000,8;3473;34
data,1235862000000,8;3477;34
data,1235862000000,8;1204;34
data,1235862000000,8;3526;34
data,1238536800000,8;3529;35
data,1238536800000,8;547;35
data,1238536800000,8;3566;35
data,1238536800000,9;3589;35
data,1238536800000,9;2968;36
data,1241128800000,9;3618;37
data,1241128800000,9;3157;37
data,1241128800000,9;3652;38
data,1241128800000,9;3673;39
data,1241128800000,9;3700;39
data,1241128800000,9;3732;39
data,1241128800000,9;3742;39
data,1243807200000,9;3746;40
data,1243807200000,9;3765;41
data,1243807200000,9;3780;41
data,1243807200000,9;3810;41
data,1246399200000,9;3821;41
data,1246399200000,9;3834;42
data,1246399200000,9;636;43
data,1246399200000,9;3880;43
data,1246399200000,9;3888;43
data,1246399200000,9;3903;43
data,1246399200000,9;3924;43
data,1246399200000,10;3934;44
data,1246399200000,10;3964;44
data,1246399200000,10;2307;45
data,1249077600000,10;753;46
data,1249077600000,10;4001;47
data,1249077600000,10;4038;47
data,1249077600000,10;4052;47
data,1249077600000,10;4076;47
data,1249077600000,11;4095;47
data,1249077600000,11;4099;48
data,1249077600000,11;4117;49
data,1251756000000,11;4132;50
data,1251756000000,11;4155;50
data,1251756000000,11;4167;51
data,1251756000000,11;4181;52
data,1251756000000,11;3673;53
data,1251756000000,11;4209;54
data,1254348000000,11;4225;55
data,1254348000000,11;4250;55
data,1254348000000,11;4258;56
data,1254348000000,11;2860;56
data,1254348000000,12;939;57
data,1254348000000,12;2588;58
data,1254348000000,12;200;59
data,1254348000000,12;2414;59
data,1254348000000,12;4358;60
data,1254348000000,12;1102;61
data,1254348000000,12;4398;61
data,1257030000000,12;342;61
data,1257030000000,12;3589;61
data,1257030000000,12;4455;61
data,1257030000000,12;2216;61
data,1257030000000,12;4479;62
data,1259622000000,12;4494;63
data,1259622000000,12;4509;64
data,1259622000000,12;4524;65
data,1259622000000,12;4547;65
data,1259622000000,12;2249;66
data,1259622000000,12;3810;66
data,1259622000000,12;4603;66
data,1259622000000,12;4613;66
data,1259622000000,12;4629;67
data,1262300400000,12;4648;67
data,1262300400000,12;4661;67
data,1264978800000,12;4674;68
data,1264978800000,12;2467;68
data,1264978800000,12;4715;68
data,1267398000000,12;423;68
data,1267398000000,12;4737;68
data,1267398000000,12;2136;68
data,1270072800000,12;2546;69
data,1270072800000,12;4798;69
data,1270072800000,13;4802;70
data,1270072800000,13;582;70
data,1272664800000,13;4836;70
data,1272664800000,13;4850;70
data,1272664800000,13;2969;70
data,1272664800000,13;4888;70
data,1272664800000,13;4903;70
data,1272664800000,13;1135;70
data,1272664800000,13;4924;70
data,1272664800000,13;4936;71
data,1275343200000,13;1969;71
data,1275343200000,13;776;72
data,1275343200000,13;2144;73
data,1275343200000,13;5001;73
data,1275343200000,13;75;74
data,1277935200000,13;5029;75
data,1277935200000,13;5052;75
data,1277935200000,13;5063;75
data,1277935200000,14;5082;75
data,1280613600000,14;5096;75
data,1280613600000,14;5114;75
data,1280613600000,14;5126;76
data,1280613600000,14;5138;77
data,1280613600000,14;5172;77
data,1280613600000,14;5176;77
data,1280613600000,14;1674;77
data,1280613600000,14;5200;78
data,1283292000000,14;5213;79
data,1285884000000,14;5232;79
data,1285884000000,14;1042;79
data,1285884000000,14;2837;79
data,1285884000000,14;612;80
data,1285884000000,14;5297;80
data,1285884000000,14;5311;80
data,1285884000000,14;5320;81
data,1285884000000,14;2840;81
data,1285884000000,15;5311;81
data,1285884000000,15;5380;81
data,1285884000000,15;5386;81
data,1285884000000,15;5410;81
data,1285884000000,15;1436;81
data,1285884000000,15;5430;81
data,1285884000000,15;5449;81
data,1285884000000,15;5459;82
data,1285884000000,15;2196;82
data,1285884000000,15;3373;82
data,1285884000000,15;1974;83
data,1285884000000,16;5518;84
data,1285884000000,16;4479;85
data,1285884000000,16;3580;86
data,1285884000000,16;5348;86
data,1285884000000,16;5566;87
data,1285884000000,16;1468;88
data,1285884000000,16;5596;88
data,1285884000000,16;5622;88
data,1285884000000,16;2541;88
data,1285884000000,16;5638;89
data,1285884000000,16;5656;90
data,1285884000000,16;4798;90
data,1285884000000,16;5689;90
data,1285884000000,16;5701;91
data,1285884000000,16;1412;91
data,1285884000000,16;5724;92
data,1285884000000,16;4123;92
data,1285884000000,16;3738;92
data,1285884000000,16;5772;93
data,1285884000000,16;5786;94
data,1285884000000,16;2938;94
data,1285884000000,17;4903;94
data,1285884000000,17;2831;94
data,1285884000000,17;5854;94
data,1285884000000,17;2539;94
data,1285884000000,17;5873;94
data,1285884000000,17;5878;95
data,1285884000000,17;5892;96
data,1285884000000,17;5917;96
data,1285884000000,17;3460;96
data,1285884000000,17;1258;96
data,1285884000000,17;5966;96
data,1285884000000,18;5974;96
data,1285884000000,18;4117;97
data,1285884000000,18;6007;97
data,1285884000000,18;6009;98
data,1285884000000,18;6039;98
data,1285884000000,18;2856;99
data,1285884000000,18;3373;99
data,1285884000000,18;6067;100
data,1285884000000,18;2368;101
data,1285884000000,18;6097;101
data,1285884000000,18;6112;101
data,1285884000000,18;6128;101
data,1285884000000,18;6130;102
data,1285884000000,18;1481;102
data,1285884000000,18;2249;103
data,1285884000000,18;6168;104
data,1285884000000,18;1819;105
data,1285884000000,18;6210;105
data,1285884000000,18;1187;105
data,1285884000000,18;2609;106
data,1288566000000,18;2588;107
data,1288566000000,18;6255;107
data,1288566000000,18;6284;107
data,1288566000000,18;6294;107
data,1288566000000,18;6301;107
data,1288566000000,18;2588;108
data,1288566000000,18;1418;108
data,1288566000000,18;161;108
data,1288566000000,18;6357;109
data,1288566000000,18;4299;109
data,1288566000000,18;6391;109
data,1288566000000,18;2816;110
data,1288566000000,18;6409;110
data,1288566000000,18;6423;111
data,1288566000000,18;6444;111
data,1288566000000,18;753;112
data,1288566000000,18;456;112
data,1288566000000,18;2368;113
data,1288566000000,19;4467;113
data,1288566000000,20;6502;113
data,1288566000000,20;4479;114
data,1288566000000,20;1032;115
data,1288566000000,20;4392;116
data,1288566000000,20;5553;117
data,1288566000000,20;6544;118
data,1288566000000,21;2603;118
data,1288566000000,21;6569;119
data,1288566000000,21;4972;119
data,1288566000000,21;4494;120
data,1288566000000,21;6605;121
data,1288566000000,21;6625;121
data,1288566000000,21;918;121
data,1288566000000,21;1332;122
data,1288566000000,21;2129;122
data,1288566000000,21;6666;122
data,1288566000000,21;5320;123
data,1288566000000,21;2938;123
data,1288566000000,21;6698;124
data,1288566000000,21;4001;125
data,1288566000000,21;6728;126
data,1288566000000,21;4399;126
data,1288566000000,21;6323;126
data,1288566000000,21;1491;127
data,1288566000000,21;5460;127
data,1288566000000,21;6787;128
data,1288566000000,21;50;129
data,1288566000000,21;3431;129
data,1288566000000,21;6817;130
data,1288566000000,21;6834;130
data,1288566000000,21;2113;130
data,1288566000000,21;6846;131
data,1288566000000,21;6856;132
data,1288566000000,21;5359;132
data,1288566000000,21;1608;132
data,1288566000000,21;6901;132
data,1288566000000,21;6295;132
data,1288566000000,21;6919;132
data,1288566000000,21;6942;132
data,1288566000000,21;1929;133
data,1288566000000,21;6962;133
data,1288566000000,21;6963;134
data,1288566000000,21;6210;134
data,1288566000000,21;3140;134
data,1288566000000,21;7006;134
data,1288566000000,21;1787;134
data,1288566000000,21;7034;134
data,1288566000000,21;5906;134
data,1288566000000,21;7063;134
data,1288566000000,22;5518;135
data,1288566000000,22;1468;136
data,1288566000000,22;3881;136
data,1288566000000,22;6075;136
data,1288566000000,22;7112;137
data,1288566000000,22;2133;137
data,1288566000000,22;5232;137
data,1288566000000,22;776;138
data,1288566000000,22;3742;138
data,1288566000000,22;7175;138
data,1288566000000,22;7184;138
data,1288566000000,22;7189;139
data,1288566000000,22;3580;140
data,1288566000000,22;7212;141
data,1288566000000,22;7240;141
data,1288566000000,22;7243;141
data,1288566000000,22;3746;142
data,1288566000000,22;5629;142
data,1288566000000,22;5291;143
data,1288566000000,22;7294;143
data,1288566000000,22;1009;144
data,1288566000000,22;7309;145
data,1288566000000,22;7326;145
data,1288566000000,22;2799;146
data,1288566000000,22;7341;146
data,1288566000000,22;7367;146
data,1288566000000,22;5629;146
data,1288566000000,22;6039;146
data,1288566000000,22;2999;146
data,1288566000000,22;1226;146
data,1288566000000,22;7407;146
data,1288566000000,22;2337;146
data,1288566000000,22;7431;147
data,1288566000000,22;7447;147
data,1288566000000,22;3652;148
data,1288566000000,22;2602;148
data,1288566000000,22;273;149
data,1288566000000,22;1516;150
data,1288566000000,23;7504;150
data,1288566000000,23;7506;151
data,1288566000000,23;7515;152
data,1288566000000,23;2817;152
data,1288566000000,23;7536;152
data,1288566000000,23;7539;153
data,1288566000000,23;7550;154
data,1288566000000,23;876;154
data,1288566000000,23;7574;155
data,1288566000000,23;7591;155
data,1288566000000,23;4971;155
data,1288566000000,23;7617;155
data,1291158000000,23;7618;156
data,1291158000000,23;6728;157
data,1291158000000,23;4609;158
data,1291158000000,23;7654;158
data,1291158000000,23;781;158
data,1291158000000,23;6837;159
data,1291158000000,23;1712;160
data,1291158000000,23;4674;161
data,1291158000000,23;7699;162
data,1291158000000,23;7715;162
data,1291158000000,23;7730;162
data,1291158000000,23;5066;162
data,1291158000000,23;3780;162
data,1291158000000,23;3316;162
data,1291158000000,23;1332;163
data,1291158000000,23;7784;163
data,1291158000000,23;6171;163
data,1291158000000,23;200;164
data,1291158000000,23;3431;164
data,1291158000000,23;3746;165
data,1291158000000,23;3834;166
data,1291158000000,23;7830;167
data,1291158000000,23;7840;168
data,1291158000000,23;3810;168
data,1291158000000,23;7865;169
data,1291158000000,23;7878;170
data,1291158000000,23;7897;170
data,1293836400000,23;5380;170
data,1293836400000,23;7909;170
data,1293836400000,23;7916;171
data,1293836400000,23;7927;171
data,1293836400000,23;3346;171
data,1293836400000,23;5573;171
data,1293836400000,23;7958;171
data,1293836400000,23;4753;172
data,1298934000000,23;7978;172
data,1298934000000,23;5999;172
data,1298934000000,23;4455;172
data,1298934000000,23;7455;172
data,1298934000000,23;3834;173
data,1298934000000,23;1485;173
data,1304685894582,24;4399;173
data,1304685894554,24;3250;173
data,1304685901631,24;4613;173
data,1304685901600,24;8046;173
data,1304685903263,24;8052;174
data,1304685903276,24;3140;174
data,1304685907430,24;8065;175
data,1285884000000,24;4715;175
data,1285884000000,24;389;175
data,1285884000000,24;4233;175
data,1285884000000,24;3799;175
data,1285884000000,24;1332;175
data,1249077600000,24;8124;176
data,1249077600000,24;1487;177
data,1249077600000,24;3163;178
data,1249077600000,24;2726;179
data,1249077600000,24;3997;180
data,1249077600000,24;3834;181
data,1249077600000,24;539;182
data,1249077600000,24;708;183
data,1249077600000,24;1929;184
data,1249077600000,25;3652;185
data,1249077600000,25;8201;185
data,1249077600000,25;4479;186
data,1249077600000,25;6963;187
data,1249077600000,25;7407;188
data,1249077600000,25;1516;189
data,1249077600000,25;5213;189
data,1249077600000,25;3617;190
data,1249077600000,25;8256;191
data,1249077600000,25;2144;191
data,1249077600000,25;2113;192
data,1249077600000,25;8278;193
data,1249077600000,25;8286;194
data,1249077600000,25;5518;195
data,1249077600000,25;8312;195
data,1249077600000,25;8319;196
data,1249077600000,25;1885;197
data,1249077600000,25;5232;198
data,1249077600000,25;7978;199
data,1249077600000,25;3225;200
data,1249077600000,25;3742;201
data,1249077600000,25;2989;202
data,1249077600000,25;8380;203
data,1249077600000,25;4872;204
data,1249077600000,25;894;205
data,1249077600000,25;6007;206
data,1228086000000,25;1446;206
data,1228086000000,25;6728;207
data,1228086000000,25;3417;208
data,1228086000000,25;2113;209
data,1228086000000,25;248;210
data,1228086000000,25;3652;211
data,1228086000000,25;753;212
data,1228086000000,25;1885;213
data,1228086000000,25;3700;214
data,1228086000000,25;4494;215
data,1228086000000,25;3673;216
data,1228086000000,26;2144;217
data,1228086000000,26;6168;218
data,1228086000000,26;8286;219
data,1228086000000,26;3746;220
data,1228086000000,26;8201;221
data,1228086000000,26;776;222
data,1228086000000,26;8319;222
data,1228086000000,26;1354;222
data,1228086000000,26;3041;223
data,1228086000000,26;8556;224
data,1230764400000,26;8052;224
data,1238536800000,26;3311;224
data,1238536800000,26;3834;225
data,1280613600000,26;1481;225
data,1280613600000,26;8597;225
data,1280613600000,26;776;226
data,1280613600000,26;3417;227
data,1280613600000,26;2989;228
data,1280613600000,26;5359;228
data,1280613600000,26;1797;229
data,1280613600000,26;7431;229
data,1280613600000,26;4841;230
data,1277935200000,26;8651;230
data,1275343200000,26;4159;230
data,1275343200000,26;8675;230
data,1275343200000,26;1204;230
data,1251756000000,26;8685;231
data,1251756000000,26;7574;231
data,1251756000000,26;3708;231
data,1251756000000,26;2816;232
data,1251756000000,26;5242;233
data,1251756000000,26;6366;234
data,1251756000000,26;2400;234
data,1251756000000,26;6168;235
data,1251756000000,26;8736;236
data,1251756000000,26;8669;237
data,1251756000000,26;3765;238
data,1251756000000,26;3176;238
data,1251756000000,26;8769;238
data,1251756000000,27;2368;239
data,1251756000000,27;5605;239
data,1251756000000,27;8790;240
data,1251756000000,27;3002;241
data,1251756000000,27;6118;242
data,1251756000000,27;3765;243
data,1251756000000,27;6130;244
data,1251756000000,27;2438;245
data,1251756000000,27;8838;246
data,1251756000000,27;2746;247
data,1251756000000,27;8849;247
data,1251756000000,27;5242;248
data,1251756000000,27;8337;249
data,1251756000000,27;8878;249
data,1251756000000,27;3473;249
data,1254348000000,27;3834;250
data,1254348000000,27;7245;250
data,1254348000000,27;4841;251
data,1254348000000,27;342;251
data,1254348000000,27;8918;251
data,1254348000000,27;8927;251
data,1254348000000,27;5242;252
data,1254348000000,27;117;253
data,1254348000000,27;1257;253
data,1254348000000,27;3924;254
data,1254348000000,27;2144;255
data,1254348000000,27;1491;256
data,1254348000000,28;3019;257
data,1254348000000,28;8999;257
data,1254348000000,28;4872;257
data,1254348000000,28;7134;258
data,1254348000000,28;1180;258
data,1254348000000,28;3163;258
data,1254348000000,28;2603;258
data,1254348000000,29;3570;259
data,1254348000000,29;7742;260
data,1254348000000,29;9052;260
data,1254348000000,29;8838;261
data,1254348000000,29;14;262
data,1254348000000,30;5380;263
data,1254348000000,30;5689;263
data,1254348000000,30;4001;264
data,1254348000000,30;1554;264
data,1254348000000,30;2101;265
data,1254348000000,30;2368;266
data,1254348000000,30;6130;267
data,1254348000000,30;3746;268
data,1254348000000,30;505;269
data,1254348000000,30;8114;270
data,1257030000000,30;3765;271
data,1257030000000,30;5668;271
data,1257030000000,30;3243;272
data,1257030000000,30;4673;272
data,1257030000000,30;9168;273
data,1257030000000,30;1947;273
data,1257030000000,31;4467;274
data,1257030000000,31;9183;275
data,1257030000000,31;6856;275
data,1257030000000,31;4971;275
data,1257030000000,31;812;276
data,1257030000000,31;9209;276
data,1257030000000,31;3502;276
data,1257030000000,31;7060;276
data,1257030000000,31;848;277
data,1257030000000,31;2410;277
data,1257030000000,31;9235;278
data,1257030000000,31;9238;278
data,1257030000000,31;6919;279
data,1257030000000,31;6067;280
data,1257030000000,31;9263;280
data,1259622000000,31;4714;280
data,1259622000000,31;781;281
data,1259622000000,31;9278;282
data,1259622000000,31;1491;283
data,1259622000000,31;5041;284
data,1259622000000,32;5701;285
data,1259622000000,32;5740;286
data,1259622000000,32;753;287
data,1259622000000,32;5380;288
data,1259622000000,32;753;289
data,1259622000000,32;1712;290
data,1259622000000,32;5813;290
data,1259622000000,32;6838;290
data,1259622000000,32;9337;291
data,1259622000000,32;3417;292
data,1259622000000,32;2190;293
data,1259622000000,32;9362;293
data,1259622000000,32;9030;294
data,1259622000000,32;3328;295
data,1259622000000,32;3700;296
data,1259622000000,32;9183;297
data,1259622000000,32;9030;298
data,1259622000000,32;1481;299
data,1259622000000,32;9411;299
data,1259622000000,32;3570;300
data,1259622000000,32;1300;300
data,1259622000000,32;466;301
data,1259622000000,32;4673;301
data,1259622000000,32;4167;301
data,1262300400000,32;1550;301
data,1262300400000,32;9452;301
data,1262300400000,32;6096;302
data,1262300400000,32;9468;302
data,1262300400000,33;3411;303
data,1262300400000,33;248;304
data,1262300400000,33;8114;305
data,1262300400000,33;1491;306
data,1262300400000,33;9502;306
data,1262300400000,33;222;306
data,1262300400000,33;612;307
data,1262300400000,33;2508;307
data,1262300400000,33;9522;308
data,1262300400000,33;7924;309
data,1262300400000,33;5367;310
data,1262300400000,33;129;311
data,1262300400000,33;1516;311
data,1262300400000,33;7618;312
data,1262300400000,33;916;313
data,1262300400000,33;3924;314
data,1262300400000,33;5854;315
data,1262300400000,33;7987;316
data,1262300400000,33;3765;317
data,1262300400000,33;9030;318
data,1262300400000,33;2758;318
data,1262300400000,33;3872;319
data,1262300400000,33;6366;320
data,1262300400000,33;9235;321
data,1262300400000,33;1797;322
data,1262300400000,33;9641;322
data,1262300400000,33;5380;323
data,1262300400000,33;2438;324
data,1262300400000,33;9653;325
data,1262300400000,33;6544;326
data,1262300400000,33;5213;326
data,1262300400000,33;2190;327
data,1262300400000,33;9678;327
data,1262300400000,33;869;328
data,1264978800000,33;7245;328
data,1264978800000,33;1974;328
data,1264978800000,34;812;329
data,1264978800000,34;4871;330
data,1264978800000,34;7376;331
data,1264978800000,34;5126;332
data,1264978800000,34;4132;332
data,1264978800000,34;4594;333
data,1264978800000,34;4594;334
data,1264978800000,34;3041;335
data,1264978800000,34;1363;335
data,1264978800000,34;6716;335
data,1267398000000,34;2144;336
data,1267398000000,34;2190;337
data,1267398000000,34;6168;338
data,1267398000000,34;9762;339
data,1267398000000,34;8556;340
data,1267398000000,34;8052;341
data,1267398000000,34;8101;342
data,1267398000000,34;1354;343
data,1267398000000,34;1354;344
data,1267398000000,34;2438;345
data,1267398000000,34;3328;346
data,1267398000000,34;5459;347
data,1267398000000,34;2368;348
data,1267398000000,34;248;349
data,1270072800000,34;3742;349
data,1270072800000,34;9830;349
data,1270072800000,34;4163;349
data,1270072800000,34;2139;350
data,1270072800000,34;5596;351
data,1270072800000,34;5772;352
data,1270072800000,34;9852;353
data,1270072800000,34;9864;353
data,1270072800000,34;9866;354
data,1270072800000,34;9874;355
data,1270072800000,34;5459;356
data,1270072800000,34;612;357
data,1270072800000,34;3881;357
data,1270072800000,34;8201;358
data,1270072800000,34;7664;358
data,1270072800000,34;2831;359
data,1270072800000,34;5638;360
data,1270072800000,34;4392;361
data,1270072800000,34;2268;362
data,1270072800000,34;328;362
data,1270072800000,34;8517;362
data,1270072800000,35;9942;363
data,1270072800000,35;9574;363
data,1270072800000,35;6357;364
data,1270072800000,35;140;364
data,1270072800000,35;1637;364
data,1270072800000,35;8488;364
data,1270072800000,35;9653;365
data,1270072800000,35;848;366
data,1270072800000,35;4322;366
data,1270072800000,35;89;366
data,1270072800000,35;7819;366
data,1270072800000,35;10007;367
data,1270072800000,35;10012;368
data,1270072800000,35;1663;368
data,1270072800000,35;10023;369
data,1270072800000,35;1802;369
data,1270072800000,35;8556;370
data,1270072800000,35;5518;371
data,1270072800000,35;8591;371
data,1270072800000,35;6009;372
data,1270072800000,35;7888;372
data,1270072800000,35;10062;372
data,1270072800000,35;248;373
data,1270072800000,35;2968;374
data,1270072800000,35;3765;375
data,1270072800000,35;3765;376
data,1270072800000,35;5476;376
data,1270072800000,35;3566;376
data,1270072800000,35;5854;377
data,1272664800000,35;10107;378
data,1272664800000,35;8075;378
data,1272664800000,35;1606;378
data,1272664800000,35;3502;378
data,1272664800000,35;8556;379
data,1272664800000,35;5361;380
data,1272664800000,35;2144;381
data,1272664800000,35;4888;381
data,1272664800000,35;342;381
data,1272664800000,35;1098;381
data,1272664800000,35;3934;382
data,1272664800000,35;3243;383
data,1272664800000,35;10164;384
data,1272664800000,35;5518;385
data,1272664800000,35;6248;385
data,1272664800000,35;3187;385
data,1272664800000,35;9942;386
data,1272664800000,35;9377;386
data,1272664800000,35;6838;386
data,1272664800000,35;2654;386
data,1272664800000,35;9052;386
data,1272664800000,35;6300;386
data,1272664800000,35;894;387
data,1272664800000,35;8552;388
data,1272664800000,35;2466;389
data,1272664800000,35;10229;390
data,1272664800000,35;1032;390
data,1272664800000,35;6834;391
data,1272664800000,35;8380;392
data,1275343200000,35;273;393
data,1275343200000,35;2968;394
data,1275343200000,35;612;395
data,1275343200000,35;5372;395
data,1275343200000,35;6009;396
data,1275343200000,35;10256;397
data,1275343200000,35;10007;398
data,1275343200000,35;5041;399
data,1275343200000,35;7026;400
data,1275343200000,35;5525;400
data,1275343200000,35;2144;401
data,1275343200000,35;4378;401
data,1275343200000,35;10289;402
data,1275343200000,35;2221;402
data,1275343200000,35;3019;403
data,1275343200000,36;5789;403
data,1275343200000,37;10168;403
data,1275343200000,37;5892;404
data,1275343200000,37;2339;404
data,1275343200000,37;2237;404
data,1275343200000,37;4772;404
data,1275343200000,37;3328;405
data,1275343200000,37;4038;405
data,1275343200000,37;8008;406
data,1275343200000,37;10339;406
data,1275343200000,37;3742;406
data,1275343200000,37;3799;407
data,1275343200000,37;3411;408
data,1275343200000,37;2368;409
data,1275343200000,37;10351;410
data,1275343200000,37;3350;411
data,1275343200000,37;3328;412
data,1275343200000,37;5997;412
data,1275343200000,37;3437;413
data,1275343200000,37;812;414
data,1275343200000,37;3041;415
data,1275343200000,37;1363;415
data,1275343200000,37;4964;415
data,1275343200000,37;6228;416
data,1275343200000,37;10407;416
data,1275343200000,37;2067;416
data,1275343200000,37;2368;417
data,1275343200000,37;371;417
data,1275343200000,37;4132;417
data,1275343200000,37;10428;418
data,1275343200000,37;691;419
data,1275343200000,37;2144;420
data,1277935200000,37;5840;421
data,1277935200000,37;869;422
data,1277935200000,37;10449;423
data,1277935200000,37;588;423
data,1277935200000,37;4871;424
data,1277935200000,37;5772;425
data,1277935200000,37;2817;425
data,1277935200000,37;1317;425
data,1277935200000,37;10471;425
data,1277935200000,37;10475;425
data,1277935200000,37;10480;425
data,1277935200000,37;5566;426
data,1277935200000,37;633;427
data,1277935200000,37;10492;427
data,1277935200000,37;10500;427
data,1277935200000,37;9030;428
data,1277935200000,37;5176;428
data,1277935200000,37;82;429
data,1280613600000,37;7004;429
data,1280613600000,37;10523;429
data,1280613600000,37;8675;429
data,1280613600000,37;1552;429
data,1280613600000,37;6746;429
data,1280613600000,37;10533;429
data,1280613600000,37;2531;430
data,1280613600000,37;1974;430
data,1280613600000,37;776;431
data,1280613600000,37;1603;431
data,1280613600000,38;10547;432
data,1280613600000,38;6856;432
data,1280613600000,38;3779;433
data,1280613600000,38;248;434
data,1280613600000,38;5796;434
data,1280613600000,38;5029;434
data,1280613600000,38;6544;435
data,1280613600000,38;7536;436
data,1280613600000,38;10584;436
data,1280613600000,38;8234;436
data,1280613600000,38;4166;436
data,1280613600000,38;1491;437
data,1280613600000,38;10595;437
data,1280613600000,38;2368;438
data,1280613600000,38;6255;438
data,1280613600000,38;394;439
data,1280613600000,38;10612;439
data,1280613600000,38;4060;440
data,1283292000000,38;9678;440
data,1283292000000,38;9095;440
data,1283292000000,38;753;441
data,1283292000000,38;4972;441
data,1283292000000,38;2368;442
data,1283292000000,38;753;443
data,1283292000000,38;4681;443
data,1283292000000,38;8675;443
data,1283292000000,38;2144;444
data,1283292000000,38;6009;445
